filename,transcription
train_sample_1466.wav,I feel pain in my back
train_sample_1467.wav,"Every time I make an effort, I felt dizzy."
train_sample_1468.wav,My ear is ringing.
train_sample_1469.wav,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.
train_sample_1470.wav,i have severe dry cough
train_sample_1471.wav,I feel like there is something swollen and inflamed at the back of my knee.
train_sample_1472.wav,I hit my head at the basketball game.  Could I have a concussion?
train_sample_1473.wav,My knees seem to grind as I go up or down stairs.
train_sample_1474.wav,I feel great pain in the head
train_sample_1475.wav,My heart is pumping fast and I'm having a hard time to breath.
train_sample_1476.wav,My heart is beating fast and it scares me.
train_sample_1477.wav,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
train_sample_1478.wav,When I bend over I get a shooting pain down my back
train_sample_1479.wav,What's the symptoms of appendicitis?
train_sample_1480.wav,"i was injured during football match, i was diagnosed with Cruciate ligament"
train_sample_1481.wav,I have tried to make massage on my foot but they still pain me
train_sample_1482.wav,I've been over my cold for weeks but still cough every day.
train_sample_1483.wav,I feel a pain in my back when I sit on a chair for long.
train_sample_1484.wav,When i eat i feel my stomach hurts
train_sample_1485.wav,severe pain in the upper left side of chest and may have pain to back
train_sample_1486.wav,I do not feel better in my muscles
train_sample_1487.wav,My lower back hurts but it improves if I stretch it
train_sample_1488.wav,My ear hurts when I touch it.
train_sample_1489.wav,My neck feels stiff
train_sample_1490.wav,my hair falling out
train_sample_1491.wav,i have disterbance in my emotion
train_sample_1492.wav,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.
train_sample_1493.wav,I've had this cough for two weeks.
train_sample_1494.wav,My neck hurts me and i can't stand with this pain
train_sample_1495.wav,Everything looks like beeing in a smoky area.
train_sample_1496.wav,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
train_sample_1497.wav,I feel great pain in my feet after playing one of the sports games
train_sample_1498.wav,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
train_sample_1499.wav,"i have whooping cough with excess mucous, need mucolytic."
train_sample_1500.wav,there pain in my foot
train_sample_1501.wav,My heart is beating fast and it scares me.
train_sample_1502.wav,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
train_sample_1503.wav,i feel pain in my foot
train_sample_1504.wav,I feel a tightness in my chest
train_sample_1505.wav,The joints in my fingers are painful in the morning.
train_sample_1506.wav,When i get up i see my skin vague
train_sample_1507.wav,I have a powerful pain inside my neck
train_sample_1508.wav,"my child has cough all night, she can't sleep"
train_sample_1509.wav,Stomach pain after drinking milk
train_sample_1510.wav,When I was young I had an injury from sports in my knee.
train_sample_1511.wav,My acne itches and oozes.
train_sample_1512.wav,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog."
train_sample_1513.wav,My biceps started aching after I went to the gym
train_sample_1514.wav,I feel like l fell in hot water
train_sample_1515.wav,I feel like the room is spinning
train_sample_1516.wav,chronic disease of hair follicles and sebaceous glands.
train_sample_1517.wav,"i feel hurt, lot of pain in my heart"
train_sample_1518.wav,I have a pain in my head
train_sample_1519.wav,When I played football I dislocated my shoulder
train_sample_1520.wav,When I stand up too quickly I feel as though I'm going to faint.
train_sample_1521.wav,Even though I'm an adult my face keeps breaking out in pimples.
train_sample_1522.wav,I feel dizzy when i make sudden movements
train_sample_1523.wav,I feel very hard to breathe
train_sample_1524.wav,There are lots of hairs on my pillow in the morning.
train_sample_1525.wav,When I do hard exercises I feel great pain in my muscles.
train_sample_1526.wav,I have a cut that is red and swollen.
train_sample_1527.wav,my abdominal muscles have great pain since i was at GYM
train_sample_1528.wav,My infected wound caused a fever
train_sample_1529.wav,My wound opened up again
train_sample_1530.wav,"When I go to stand, my head starts swirling"
train_sample_1531.wav,My biceps started aching after I went to the gym
train_sample_1532.wav,my ear hurts me badly
train_sample_1533.wav,When I play sports  I have some burning sensation in my spine
train_sample_1534.wav,I feel pain in the lower back
train_sample_1535.wav,When I'm tired I feel my head heavy
train_sample_1536.wav,My acne is really embarassing. It's so read.
train_sample_1537.wav,I get an ear ache when it is cold
train_sample_1538.wav,I am having running nose
train_sample_1539.wav,"When I stand up, I feel like I'm going to fall down instantly"
train_sample_1540.wav,I have blurry vision after I used a wrong medicine.
train_sample_1541.wav,using hair tonic
train_sample_1542.wav,My head ache since I woke up this morning.
train_sample_1543.wav,It hurts when I raise my arm up
train_sample_1544.wav,My body aches on the inside between my hips and shoulders.
train_sample_1545.wav,Sharp pain and heavy breathing
train_sample_1546.wav,i'm disappointed
train_sample_1547.wav,When I brush my hair I notice big clumps of hair coming out in the brush.
train_sample_1548.wav,My neck hurts me and i can't stand with this pain
train_sample_1549.wav,I have cloudy eyes
train_sample_1550.wav,I feel a sharp pain in the stomach after eating
train_sample_1551.wav,heart aches so much
train_sample_1552.wav,My back hurts a lot when I bend
train_sample_1553.wav,My shoulder hurts when I try to reach something above my head.
train_sample_1554.wav,"At first it feels really numb, but then a thousand needles start to prick through my foot."
train_sample_1555.wav,I have a hair shortage
train_sample_1556.wav,i feel pain in my knee
train_sample_1557.wav,My body feels weak and I tried to make it relax but it stills pain me
train_sample_1558.wav,"redness, swelling, and difficulty walking"
train_sample_1559.wav,My knee hurts when I walk
train_sample_1560.wav,I feel a lot of pain in the joints.
train_sample_1561.wav,This long scar on my left buttock is from falling off my mountain bike.
train_sample_1562.wav,I've had this cough for two weeks.
train_sample_1563.wav,"My body feels weak after my first day in the gym, why?"
train_sample_1564.wav,There are lots of hairs on my pillow in the morning.
train_sample_1565.wav,i can't rotate my neck
train_sample_1566.wav,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
train_sample_1567.wav,"when i get up, i feel dizzy and fall down."
train_sample_1568.wav,When I play football I have joint pain.
train_sample_1569.wav,My back hurts me and i can't bend it or walk
train_sample_1570.wav,I broke my ankle while doing rock climbing in the Carpathians.
train_sample_1571.wav,When I walk it's hard to breath.
train_sample_1572.wav,I feel like I've always got something in my throat
train_sample_1573.wav,"Even if the temperature is high in the house,  my body is always cold"
train_sample_1574.wav,I walk every day but now I get short of breath after going only a short way.
train_sample_1575.wav,my ear hurts me badly
train_sample_1576.wav,Oh my heart hurts me I tried to be calm and I can't
train_sample_1577.wav,There is this pain that radiates from my chest up to my left arm.
train_sample_1578.wav,"At first it feels really numb, but then a thousand needles start to prick through my foot."
train_sample_1579.wav,"When I move my shoulder, it's like lightning is being sent through my shoulder"
train_sample_1580.wav,My joints ache whenever it is cold
train_sample_1581.wav,My shoulder hurts when I try to reach something above my head.
train_sample_1582.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?"
train_sample_1583.wav,i have a strong shoulder pain
train_sample_1584.wav,Feel like something is being jabbed into my joints
train_sample_1585.wav,I feel increased heart rate with prick
train_sample_1586.wav,When I think of my parents I feel pain
train_sample_1587.wav,There is pain in my joints. I can not bear pain
train_sample_1588.wav,My sore isn't healing well and it's been like this for two weeks.
train_sample_1589.wav,I hit myself and the would doesn't want to heal
train_sample_1590.wav,My heart is beating fast and it scares me.
train_sample_1591.wav,When i'm doing sport I have pain under my skin
train_sample_1592.wav,"I hardly have enough stength to get up,"
train_sample_1593.wav,I've been feeling very sad lately
train_sample_1594.wav,There is pain in the muscles I do not know caused
train_sample_1595.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
train_sample_1596.wav,my ear hurts me badly
train_sample_1597.wav,My body feels weak although I take my vitamins regularly.
train_sample_1598.wav,"When I stand up, I feel like I'm going to fall down instantly"
train_sample_1599.wav,I have a sharp pain in my lower stomach.
train_sample_1600.wav,Chronic bone disease at the level of the doubles of the lower Estremidades
train_sample_1601.wav,I have dark spots on my skin
train_sample_1602.wav,I feel severe itching in the skin with redness
train_sample_1603.wav,I have a dry skin
train_sample_1604.wav,I do not know why I feel cold
train_sample_1605.wav,It hurts when I raise my arm up
train_sample_1606.wav,i have pain but i can't specify place
train_sample_1607.wav,I feel a sharp pain in the stomach after eating
train_sample_1608.wav,My neck is annoying me I can't sleep bacause of it
train_sample_1609.wav,I have a headache almost every day
train_sample_1610.wav,I feel a pain in my back
train_sample_1611.wav,i can't rotate my neck
train_sample_1612.wav,my neck hurts me and i can't look down or up
train_sample_1613.wav,My skin is very dry and peeling.
train_sample_1614.wav,When I was young I had an injury from sports in my knee.
train_sample_1615.wav,I have a ear ache when I go to the pool
train_sample_1616.wav,How do you know if you have a torn meniscus in your knee?
train_sample_1617.wav,I could not exercise because of my knee pain
train_sample_1618.wav,When i get up i see my skin vague
train_sample_1619.wav,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.
train_sample_1620.wav,It feels like someone stuck a knife into my shoulder
train_sample_1621.wav,I feel very hard to breathe
train_sample_1622.wav,I don't know why I'm constantly sad.
train_sample_1623.wav,I suffered a deep wound in my hand and I can not stop the bleeding
train_sample_1624.wav,I feel pain in my knee when I climb the stairs.
train_sample_1625.wav,When i'm awake in the morning I feel strange and have vertigo
train_sample_1626.wav,The arches of my feet hurt when I wear heels
train_sample_1627.wav,my hand open wound got infected
train_sample_1628.wav,i have a great pain in my foot like thrombing pain with relaxing my pain releif
train_sample_1629.wav,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
train_sample_1630.wav,I have a painful cramp in my feet
train_sample_1631.wav,My hair is falling out in bunches.
train_sample_1632.wav,I fell a stiffness in my elbows and shoulders
train_sample_1633.wav,Sometimes I cough because I'm a smoker
train_sample_1634.wav,I have a split on my thumb that will not heal.
train_sample_1635.wav,In the morning my respiration is loud.
train_sample_1636.wav,I do not know why I feel cold
train_sample_1637.wav,My hair is falling out after I take a shower.
train_sample_1638.wav,There's swelling in my neck and it hurts.
train_sample_1639.wav,I used alot of pain killer to get better but i still feel the same back pain
train_sample_1640.wav,My television and computer seem out of focus even though I have new glasses.
train_sample_1641.wav,I feel pain in my heart when I wake up
train_sample_1642.wav,He was discovered to have an open wound.
train_sample_1643.wav,I have a pain internal
train_sample_1644.wav,When I eat sugar I notice my vision blurs.
train_sample_1645.wav,I have some terrible problems when i'm breathing during the night.
train_sample_1646.wav,My knee hurts when I play squash
train_sample_1647.wav,After a breakup  I feel something strange in me.
train_sample_1648.wav,My kee is swallowing which indicates i have an infected wound
train_sample_1649.wav,A terrible fall in hair
train_sample_1650.wav,My cut yellow or greenish-colored pus
train_sample_1651.wav,I hate my acne.
train_sample_1652.wav,i can't ride my car at night because i have blurry vision.
train_sample_1653.wav,"I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down."
train_sample_1654.wav,"i have whooping cough with excess mucous, need mucolytic."
train_sample_1655.wav,The warming system of my house is broken and  feel so cold
train_sample_1656.wav,I have a back pain since I fell on the floor.
train_sample_1657.wav,I have a great stomach ache and i can't eat any thing
train_sample_1658.wav,I can`t stop coughing.
train_sample_1659.wav,I feel pain in my throat
train_sample_1660.wav,My knee hurts when I play squash
train_sample_1661.wav,I get chills and aches all over.
train_sample_1662.wav,itch at front and center of scalp
train_sample_1663.wav,I feel pain in my neck after waking up
train_sample_1664.wav,I have a mental suffering
train_sample_1665.wav,I have some terrible problems when i'm breathing during the night.
train_sample_1666.wav,i have a great pain in my thorax from heart injury
train_sample_1667.wav,"Every time I make an effort, I felt dizzy."
train_sample_1668.wav,It hurts when I raise my arm up
train_sample_1669.wav,i feel that is great pain in my left shoulder
train_sample_1670.wav,I'm suffering from sharp cough Accompanied by  phlegm
train_sample_1671.wav,When I remember her I feel down
train_sample_1672.wav,i can't ride my car at night because i have blurry vision.
train_sample_1673.wav,I've had this cough for two weeks.
train_sample_1674.wav,i have difficulty moving my neck
train_sample_1675.wav,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.
train_sample_1676.wav,After walking I have some pain under my foot
train_sample_1677.wav,I can't do anything I feel a weak in my body
train_sample_1678.wav,cramps along the whole abdomen
train_sample_1679.wav,When I tried to take care if my hair I found that it is falling out
train_sample_1680.wav,I feel pain when parting loved ones
train_sample_1681.wav,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
train_sample_1682.wav,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
train_sample_1683.wav,I feel cold although we are in summer.
train_sample_1684.wav,heart aches so much
train_sample_1685.wav,I have a powerful pain inside my neck
train_sample_1686.wav,After a breakup  I feel something strange in me.
train_sample_1687.wav,my hair isn't well
train_sample_1688.wav,My ear ache when I'm listening to music.
train_sample_1689.wav,I feel pain in my joint after an injury in the last football match I played.
train_sample_1690.wav,I feel congestion in my chest
train_sample_1691.wav,I complain alot with my neck pain and i really need to be better
train_sample_1692.wav,When I tried to be warm and wear more clothes I found that I was still cold
train_sample_1693.wav,I have blurry vision after I used a wrong medicine.
train_sample_1694.wav,my hand open wound got infected
train_sample_1695.wav,I feel dizzy when i make sudden movements
train_sample_1696.wav,My heart is pumping fast and I'm having a hard time to breath.
train_sample_1697.wav,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
train_sample_1698.wav,My wound opened up again
train_sample_1699.wav,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog."
train_sample_1700.wav,It itches inside my ears.
train_sample_1701.wav,I feel a pain in my back
train_sample_1702.wav,It itches inside my ears.
train_sample_1703.wav,i can hardly breathe
train_sample_1704.wav,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.
train_sample_1705.wav,"I can't hear out of my ear properly, I feel like there is something in it causing irritation."
train_sample_1706.wav,i can't move my shoulder because of pain
train_sample_1707.wav,Anytime I play tennis I feel a shoulder pain
train_sample_1708.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
train_sample_1709.wav,My shoulder muscle hurts when I try to reach up.
train_sample_1710.wav,my hair falling out
train_sample_1711.wav,It feels like my heart is going to leap out of my body. It hurts.
train_sample_1712.wav,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.
train_sample_1713.wav,i feel dizzy after severe diarrhea
train_sample_1714.wav,My knee doesn't want to bend well.
train_sample_1715.wav,It itches inside my ears.
train_sample_1716.wav,Every time I take a deep breath I start coughing
train_sample_1717.wav,I cannot bear this squeezing sensation I have in my chest.
train_sample_1718.wav,Every time I look to left I feel a sharp pain in my neck.
train_sample_1719.wav,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.
train_sample_1720.wav,I've been feeling very sad lately
train_sample_1721.wav,"My hair is coming out in chunks, especially when I wash it"
train_sample_1722.wav,"I am always cold, even when I am wearing layers"
train_sample_1723.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_1724.wav,My infected wound caused a fever
train_sample_1725.wav,Oh my heart hurts me I tried to be calm and I can't
train_sample_1726.wav,I have eruptions on my face that come and go .
train_sample_1727.wav,Sometimes I feel like a claw on my chest that leaves me breathless.
train_sample_1728.wav,I feel like the world goes round and round
train_sample_1729.wav,I feel a pain in my neck
train_sample_1730.wav,My throught is so sore.
train_sample_1731.wav,I have pain in my stomach
train_sample_1732.wav,There are some pimples on my face that bother me a lot
train_sample_1733.wav,I notice a lot more hair coming out than usual when I brush my hair
train_sample_1734.wav,I have difficulty in breathing in crowded places.
train_sample_1735.wav,I can't do anything I feel a weak in my body
train_sample_1736.wav,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise."
train_sample_1737.wav,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
train_sample_1738.wav,i have a hard pain in my stomach
train_sample_1739.wav,I've been over my cold for weeks but still cough every day.
train_sample_1740.wav,When I force my eyes to view I have blurry vision.
train_sample_1741.wav,i have a problem in seeing objects it is too difficult to see
train_sample_1742.wav,I'm having a hard time reading because the letters are all fuzzy
train_sample_1743.wav,I can't move my head up and down.
train_sample_1744.wav,i have pain but i can't specify place
train_sample_1745.wav,I complain alot with skin allergy
train_sample_1746.wav,I feel aching on my insides.
train_sample_1747.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.
train_sample_1748.wav,I hit my head at the basketball game.  Could I have a concussion?
train_sample_1749.wav,I feel like I can hardly breathe unless I get what's in my lungs out
train_sample_1750.wav,is my cut infected or just healing?
train_sample_1751.wav,"I can't stand up, I feel my brain is moving inside my skull."
train_sample_1752.wav,cramps along the whole abdomen
train_sample_1753.wav,When I go to sleep I am feeling cold
train_sample_1754.wav,"i can't move my leg, there is pain in the joint"
train_sample_1755.wav,It is like I have a needle pushing through my heart.
train_sample_1756.wav,My heart is pumping fast and I'm having a hard time to breath.
train_sample_1757.wav,Have severe cold and cough
train_sample_1758.wav,My wound opened up again
train_sample_1759.wav,I feel a pain in my back
train_sample_1760.wav,I have tried to relief it but I can't
train_sample_1761.wav,"my child has cough all night, she can't sleep"
train_sample_1762.wav,Sterilizer for the eye
train_sample_1763.wav,i feel sad
train_sample_1764.wav,I feel something hurt me in taking breath and I cant take my breath
train_sample_1765.wav,Is pimples a skin disease?
train_sample_1766.wav,I have a dull ache in my stomach.  It gets worse after I eat.
train_sample_1767.wav,I have some pain when i'm walking around my knees
train_sample_1768.wav,i have severe dry cough
train_sample_1769.wav,I can't stop coughing
train_sample_1770.wav,I have a sharp pain in my ear
train_sample_1771.wav,I got acne when I ate chili
train_sample_1772.wav,I feel dizzy and out of sight
train_sample_1773.wav,After a breakup  I feel something strange in me.
train_sample_1774.wav,my shoulder is hurting me
train_sample_1775.wav,I don't have full range of motion with my arms
train_sample_1776.wav,I don't do anything at home and still I feel exhausted.
train_sample_1777.wav,I feel emotionally crushed
train_sample_1778.wav,My ear ache when I'm listening to music.
train_sample_1779.wav,My acne is really embarassing. It's so read.
train_sample_1780.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
train_sample_1781.wav,I had a sharp pain in my stomach
train_sample_1782.wav,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.
train_sample_1783.wav,My upper back has been sore for a week.
train_sample_1784.wav,Sharp pain and heavy breathing
train_sample_1785.wav,I feel pain in my back
train_sample_1786.wav,I feel like l fell in hot water
train_sample_1787.wav,My muscles in my lower back are aching.
train_sample_1788.wav,I had a sharp pain in my stomach
train_sample_1789.wav,My knees ache on cold and rainy days.
train_sample_1790.wav,When i get up i see my skin vague
train_sample_1791.wav,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
train_sample_1792.wav,Pain in the large neck
train_sample_1793.wav,When I go to sleep I am feeling cold
train_sample_1794.wav,My head gets dizzy when I try to get up.
train_sample_1795.wav,"When I stand up, I feel like I'm going to fall down instantly"
train_sample_1796.wav,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
train_sample_1797.wav,is my cut infected or just healing?
train_sample_1798.wav,The pain feels like it's right below the skin
train_sample_1799.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_1800.wav,My lower back hurts but it improves if I stretch it
train_sample_1801.wav,I stopped sports because I get Injury from sports
train_sample_1802.wav,my temperature dropped and my body get synosed
train_sample_1803.wav,My calves feel like they are tight as knots and are throbbing
train_sample_1804.wav,My infected wound caused a fever
train_sample_1805.wav,When I play football I have muscle pain.
train_sample_1806.wav,having difficulty moving my knee
train_sample_1807.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.
train_sample_1808.wav,I made lots and lots of analysis to know the main reason for my stomach ache
train_sample_1809.wav,My knee is hurting so badly.
train_sample_1810.wav,I have eruptions on my face that come and go .
train_sample_1811.wav,I have front head pain and when I get it the light bothers me.
train_sample_1812.wav,I have a headache every time I eat ice cream
train_sample_1813.wav,Every time I take a deep breath I start coughing
train_sample_1814.wav,I used to have acne when I was 15 years old
train_sample_1815.wav,I'm in need for a treatment for my hair fall
train_sample_1816.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.
train_sample_1817.wav,When I remember her I feel down
train_sample_1818.wav,i was watching tv and suddenly have blurry vision
train_sample_1819.wav,My body feels weak although I take my vitamins regularly.
train_sample_1820.wav,There is a sharp pain in my calve.
train_sample_1821.wav,My back hurts me and i can't bend it or walk
train_sample_1822.wav,I think my body temperature is very low.
train_sample_1823.wav,I've had this cough for two weeks.
train_sample_1824.wav,I feel a burning sensation in my shoulder muscle.
train_sample_1825.wav,My back hurts me and i can't bend it or walk
train_sample_1826.wav,I do not know why I feel cold
train_sample_1827.wav,"It's hard to stand up, and I'm moving very slowly"
train_sample_1828.wav,I have a sharp pain in my abdomen.
train_sample_1829.wav,There is a sharp pain in my calve.
train_sample_1830.wav,When I stand up too quickly I start to feel dizzy and light-headed
train_sample_1831.wav,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
train_sample_1832.wav,Why is my shoulder aching when I try to pick up the laundry?
train_sample_1833.wav,My heart is beating fast and it scares me.
train_sample_1834.wav,"surgical wounds red, firing pus, painful and hot to the touch"
train_sample_1835.wav,Oh my heart hurts me I tried to be calm and I can't
train_sample_1836.wav,I can't walk because i have a great foot ache
train_sample_1837.wav,I feel a sharp pain in the stomach after eating
train_sample_1838.wav,My heart is beating fast and it scares me.
train_sample_1839.wav,It's hard to see things
train_sample_1840.wav,The acne was causing me to feel embarrassed.
train_sample_1841.wav,I have for dia
train_sample_1842.wav,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.
train_sample_1843.wav,Every time it rains I get hives on my belly and sides.
train_sample_1844.wav,I've had this cough for two weeks.
train_sample_1845.wav,"I get tired too fast, I can barely put on my clothes in the morning."
train_sample_1846.wav,"I have a foot ache in winter, or when it feels cold, why?"
train_sample_1847.wav,I don't do anything at home and still I feel exhausted.
train_sample_1848.wav,My head hurts whenever I try to do something.
train_sample_1849.wav,I get big patches of irritated pimples on my back and they hurt.
train_sample_1850.wav,i feel pain in my foot
train_sample_1851.wav,I felt my heart hurts when I ran for along distance
train_sample_1852.wav,The joints in my fingers are painful in the morning.
train_sample_1853.wav,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
train_sample_1854.wav,I think there's fluid in my ears.
train_sample_1855.wav,i feel pain in my neck
train_sample_1856.wav,i feel pain in my back
train_sample_1857.wav,Whenever I stand up I feel dizzy.
train_sample_1858.wav,My body feels like it's in a refrigerator.
train_sample_1859.wav,I could not exercise because of my knee pain
train_sample_1860.wav,"I can't stand up, I feel my brain is moving inside my skull."
train_sample_1861.wav,is my cut infected or just healing?
train_sample_1862.wav,The area around my heart doesn't feel good.
train_sample_1863.wav,I have tried to make massage on my foot but they still pain me
train_sample_1864.wav,Everything looks like beeing in a smoky area.
train_sample_1865.wav,There are some pimples on my face that bother me a lot
train_sample_1866.wav,I have muscle pain in my left leg
train_sample_1867.wav,I feel a clicking sensation in my knee each time I step.
train_sample_1868.wav,"I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down."
train_sample_1869.wav,I feel discomfort throughout the body in general
train_sample_1870.wav,I have a cut that has become red and oozes puss.
train_sample_1871.wav,My shoulder aches when I try to lift five pounds.
train_sample_1872.wav,When i'm awake in the morning I feel strange and have vertigo
train_sample_1873.wav,using hair tonic
train_sample_1874.wav,I'm not feeling good I get infection wound
train_sample_1875.wav,"after playing football, i have muscle pain with my both legs."
train_sample_1876.wav,I get chills and aches all over.
train_sample_1877.wav,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
train_sample_1878.wav,My head hurts when I'm doing this.
train_sample_1879.wav,I cannot bear this squeezing sensation I have in my chest.
train_sample_1880.wav,I have pain in my chest that saddens me.
train_sample_1881.wav,My neck feels stiff
train_sample_1882.wav,I get a knee pain when I walk a lot
train_sample_1883.wav,I used alot of pain killer to get better but i still feel the same back pain
train_sample_1884.wav,I complain alot with skin allergy
train_sample_1885.wav,"I hardly have enough stength to get up,"
train_sample_1886.wav,I have a headache almost every day
train_sample_1887.wav,I feel cold and chills even though my clothes are heavy
train_sample_1888.wav,I cut my foot at the pool and it breaks open every day when I walk on it.
train_sample_1889.wav,My kee is swallowing which indicates i have an infected wound
train_sample_1890.wav,I feel deep Tingling when I touch Acne followed by bad sensation
train_sample_1891.wav,I have an ear ache when showering
train_sample_1892.wav,When I remember her I feel down
train_sample_1893.wav,"I cough a lot when I smell perfume, what is wrong with my lungs?"
train_sample_1894.wav,I feel like I've always got something in my throat
train_sample_1895.wav,I hit my head at the basketball game.  Could I have a concussion?
train_sample_1896.wav,I'm suffering from sharp cough Accompanied by  phlegm
train_sample_1897.wav,When I play football I have joint pain.
train_sample_1898.wav,When I tried to be warm and wear more clothes I found that I was still cold
train_sample_1899.wav,I feel pain when i think of her
train_sample_1900.wav,I feel like the room is spinning
train_sample_1901.wav,i'm injured i can't play sports
train_sample_1902.wav,My hair is falling out in huge amount
train_sample_1903.wav,I feel shoulder pain at intervals of time.
train_sample_1904.wav,I do not feel better in my muscles
train_sample_1905.wav,I tried to put my glasses to see more clear but cant find any change
train_sample_1906.wav,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
train_sample_1907.wav,My neck has been sore since the accident.
train_sample_1908.wav,I have a problem in the expiration because i have abronchial asthma
train_sample_1909.wav,These red spots on my cheeks are new. What is it?
train_sample_1910.wav,The knee feels like it rusted and I suddenly cannot bend it anymore.
train_sample_1911.wav,severe pain in the upper left side of chest and may have pain to back
train_sample_1912.wav,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.
train_sample_1913.wav,I have constant stomach pain and bloating.
train_sample_1914.wav,My knees seem to grind as I go up or down stairs.
train_sample_1915.wav,I had a collision while playing soccer.  My knee buckled and now it's unstable.
train_sample_1916.wav,I have pimples on my back.
train_sample_1917.wav,I don't have problems taking in breath but out breath is so heavy
train_sample_1918.wav,My shoulder hurts when I try to reach something above my head.
train_sample_1919.wav,I have general discomfort in my torso.
train_sample_1920.wav,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
train_sample_1921.wav,I visited many doctors but they can't find the right treatment toget my hair back
train_sample_1922.wav,I feel emotionally crushed
train_sample_1923.wav,My hair is falling out after I take a shower.
train_sample_1924.wav,I feel like my heart is on fire.
train_sample_1925.wav,I have internal pain whenever I come down with a cold.
train_sample_1926.wav,i have pain but i can't specify place
train_sample_1927.wav,I have front head pain and when I get it the light bothers me.
train_sample_1928.wav,It hurts when I raise my arm up
train_sample_1929.wav,i can hardly breathe
train_sample_1930.wav,red flushes accompanied with itchy
train_sample_1931.wav,I have a sharp pain in my lower stomach.
train_sample_1932.wav,It feels like I can't take a deep breath
train_sample_1933.wav,I cannot bear this squeezing sensation I have in my chest.
train_sample_1934.wav,In highschool I had a lot of acne.
train_sample_1935.wav,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
train_sample_1936.wav,i have a problem in my back i cannot extend it
train_sample_1937.wav,"It started as a tinnitus, but today the pain is throbbing and unbearable."
train_sample_1938.wav,My shoulder muscle hurts when I try to reach up.
train_sample_1939.wav,I feel heart pain when I walk a lot
train_sample_1940.wav,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.
train_sample_1941.wav,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
train_sample_1942.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.
train_sample_1943.wav,These red spots on my cheeks are new. What is it?
train_sample_1944.wav,My stomach feels starts hurting but then it feels better after I eat something mild.
train_sample_1945.wav,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.
train_sample_1946.wav,I have a headache every time I eat ice cream
train_sample_1947.wav,My muscles in my lower back are aching.
train_sample_1948.wav,I feel a pain in my back when I sit on a chair for long.
train_sample_1949.wav,I'm suffering from sharp cough Accompanied by  phlegm
train_sample_1950.wav,I feel back pain when I carry heavy things
